Id,Count,AgentID,FQDN,CommandLine,Description,FilePath,MD5Hash,event_quarantine_files_sha256_hash_data,IncidentInfo,GxP/NON-GxP/Server
9621,1,30ffb5db51ba4de188ebf8b5f0347b65,MOW-IPYANOVA.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Tensor Company Ltd\SBIS3Plugin\sbis3plugin.exe"" --library ""C:\Program Files (x86)\Tensor Company Ltd\SBIS3Plugin\24.1200.466\service\sbis-desktop-loader.dll"" --ep ""DesktopEntryPoint"" --daemon --rpc_service_name SBIS3Plugin --configuration_path=sbis-service.ini --output_file=C:\ProgramData\Sbis3Plugin\logs\service_daemon.log ",A file written to the file-system surpassed a low-confidence adware detection threshold.,\Device\HarddiskVolume3\Program Files (x86)\Tensor Company Ltd\SBIS3Plugin\sbis3plugin.exe,,,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:30ffb5db51ba4de188ebf8b5f0347b65:193275097651.json,
9622,1,b429040070e14a8b8a9db3b711881d3f,INCSEZL2399.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:b429040070e14a8b8a9db3b711881d3f:1198296619833.json,
9623,1,73fc7bbdbca9436c95a42a9c0919d5ff,INGDCL10515.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:73fc7bbdbca9436c95a42a9c0919d5ff:768800981181.json,
9624,1,3fbc8939ce0e497bab71dfa4950744e7,INDVD9LLIMS031.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:3fbc8939ce0e497bab71dfa4950744e7:2765960416805.json,
9625,1,49ae5308db7c44f7bafec1520610edfe,INDVD7L11911.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:49ae5308db7c44f7bafec1520610edfe:691489741732.json,
9626,1,e5262031109344babee5cedb3004552d,INIPDOL73157.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:e5262031109344babee5cedb3004552d:717259989452.json,
9627,1,8e797b02f96c4f859c9ac8ed90d2ab5c,INBJHL90135.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:8e797b02f96c4f859c9ac8ed90d2ab5c:94490153311.json,
9628,1,83ff6271c1c945629226b8ecdd623481,INBIOLQC1023686.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:83ff6271c1c945629226b8ecdd623481:184684325676.json,
9629,1,83ff6271c1c945629226b8ecdd623481,INBIOLQC1023686.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:83ff6271c1c945629226b8ecdd623481:184684914060.json,
9630,1,b967583de25c4321b63f5a9e02409caa,INPU1L70409.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:b967583de25c4321b63f5a9e02409caa:429497217431.json,
9631,1,1cf6caad1fe5406795263953632fef83,INFT3DEMPACQ55.CORP.DRREDDYS.COM,"""C:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\DOC001.exe"" ",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\DOC001.exe,c720ac483a5752c2b69945a8ad673162,,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:1cf6caad1fe5406795263953632fef83:472446967519.json,
9632,1,6bc65eca91884ce3af0539e96970ac5a,REG-ESMOLYAK.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:6bc65eca91884ce3af0539e96970ac5a:197568710649.json,
9633,1,54a790612a15484fb44edc889b951ef8,DESKTOP-R1D1014.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:54a790612a15484fb44edc889b951ef8:60129779892.json,
9634,1,4786a59bf3fc4828ae527cca50b0c157,INCRPL063775.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:4786a59bf3fc4828ae527cca50b0c157:317828176621.json,
9635,1,e7dea827ac704d2da540e6e622c7a56d,INPU1L40658.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:e7dea827ac704d2da540e6e622c7a56d:90195121498.json,
9636,1,56c88d82737446958daabc1436dcd347,INFTO3L011115.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:56c88d82737446958daabc1436dcd347:81605888692.json,
9637,1,86300e81b55f4915999da3a6395c0190,INIPDOLT13041.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""EPA""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:86300e81b55f4915999da3a6395c0190:369368691771.json,
9639,1,6a9445f748554294a5d0460214006907,INF11DLIMS09.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:6a9445f748554294a5d0460214006907:575527620118.json,
9640,1,89538339c0ec4778b2ef6c6c70bf4ee0,INCRPL77370.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:89538339c0ec4778b2ef6c6c70bf4ee0:2001456590203.json,
9641,1,1eadba8d38a14b4c92f62385f0f457de,INFT1184661.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:1eadba8d38a14b4c92f62385f0f457de:425202732406.json,
9642,1,4deac4797e5a4dddafc32489ca0dcbdc,INCT1DWMST03.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:4deac4797e5a4dddafc32489ca0dcbdc:2826088585268.json,
9643,1,e18bbe07225442bfab1816895c047028,INBIODQCLIMS2.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:e18bbe07225442bfab1816895c047028:8593293169.json,
9644,1,f4857f68b5494e64a3444ad57ec4f04e,INCRPL40543.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:f4857f68b5494e64a3444ad57ec4f04e:3195456074546.json,
9647,1,9c748d13c4ba4545860bb7517edfaa6e,INPDBL2827.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:9c748d13c4ba4545860bb7517edfaa6e:1138166703612.json,
9648,1,78d51a71940b4368b796de1e399327c0,APSBLRLL68784.apsl.com,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""EPA""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:78d51a71940b4368b796de1e399327c0:98784402662.json,
9649,1,b30b2a3c1d3849b3badab0387766fae3,INIPDOL11943.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:b30b2a3c1d3849b3badab0387766fae3:528281772269.json,
9651,1,78d51a71940b4368b796de1e399327c0,APSBLRLL68784.apsl.com,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:78d51a71940b4368b796de1e399327c0:98786197125.json,
9652,1,1a2f79a0c16844dca433dbc77206b152,INMLGL072356.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:1a2f79a0c16844dca433dbc77206b152:734439662742.json,
9655,1,50629429521a44b69ff226f09222c941,INFT12D68533.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:50629429521a44b69ff226f09222c941:1219771100170.json,
9656,1,d8b1f02fef314196875dd19a1231bca8,INIPDOLT14013.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:d8b1f02fef314196875dd19a1231bca8:201865158087.json,
9657,1,d4b6706ab11b4f02998644e94f6e671d,INDVD9LLIMS046.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:d4b6706ab11b4f02998644e94f6e671d:1357210314926.json,
9658,1,f158e88206b6435c99a9992fd5c7c1d7,INFT12D68436.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:f158e88206b6435c99a9992fd5c7c1d7:794569911556.json,
9659,1,e25e20dac9cf4311ae20dff8370922af,INIPDOL080716.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:e25e20dac9cf4311ae20dff8370922af:85900977646.json,
9660,1,8e374657161a467b80db3222501773dd,INIPDOL075594.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:8e374657161a467b80db3222501773dd:1099512740906.json,
9661,1,60860b3e1f4b45ba995c641c01ff9099,INPDBL18626.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:60860b3e1f4b45ba995c641c01ff9099:365072564831.json,
9663,1,c2f9174b62564677bbdc4e948fbac736,INPU1D045667.CORP.DRREDDYS.COM,CP_x64,Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume1\Program Files (x86)\ZOHO Corp\ADSelfService Plus Client Software\ADSSPDesktop.exe,24ce078aa5229e4c3f3087edaa85a981,a5f11edb8c9764aabdaa01b0c95ccda4afd6457f3a944721e761c8ffff9b4713,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:c2f9174b62564677bbdc4e948fbac736:798864657842.json,
9664,1,3726921681944a50902a26dc47d84669,REG-NSLOBODC-L9.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:3726921681944a50902a26dc47d84669:635655662131.json,
9665,1,1ed3bb2b2a8f43dd8e1eb77472386cff,INBOLL009664.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:1ed3bb2b2a8f43dd8e1eb77472386cff:558346577724.json,
9666,1,1ed3bb2b2a8f43dd8e1eb77472386cff,INBOLL009664.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:1ed3bb2b2a8f43dd8e1eb77472386cff:558347691486.json,
9667,1,36389cd8d4ed40ff897f3ca975fdef58,INBJHL64199.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:36389cd8d4ed40ff897f3ca975fdef58:476742277435.json,
9668,1,744d34d97a6a4a9485cbcd7dd4f13c21,INIPDOL09381.CORP.DRREDDYS.COM,"""C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:744d34d97a6a4a9485cbcd7dd4f13c21:154619187581.json,
9670,1,409fe412128f412da83302ffad0939f7,WKGF6HJZW2.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""PATCH_MGMT""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume3\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:409fe412128f412da83302ffad0939f7:532576139811.json,
9671,1,3bb5255a3da347d59707ffdf47730a7b,INBJHD001905.CORP.DRREDDYS.COM,"""C:\PROGRAM FILES (X86)\GLOBAL SYMPHONY SERVICES\SUMMIT ASSET AGENT\SAMAgentFW4.exe""  ""SCANASSET"" ""True""",Your IOC management action for this SHA256 hash is set to detect and/or block,\Device\HarddiskVolume4\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgentFW4.exe,81654ab5d01dfa2ca33bedaec21d0a7d,b453154ff01b326bc0ec0b66b1f91260fc11a7537e01af8f189a4ba105becea8,/home/attackfence/CSDetectionsInfo/CSDetectionsDetails/ldt:3bb5255a3da347d59707ffdf47730a7b:558346719262.json,
